dataset_folder,battery_name,n_cycles,cycle_min,cycle_max,SOH_min,SOH_max,SOH_range,RUL_min,RUL_max,RUL_range,feature_rows,mean_abs_feature_corr,median_abs_feature_corr,max_abs_feature_corr,effective_feature_rank,zero_cv_fraction,voltage_mean__mean,voltage_mean__std,voltage_mean__spearman_cycle,voltage_mean__spearman_SOH,voltage_mean__spearman_RUL,voltage_std__mean,voltage_std__std,voltage_std__spearman_cycle,voltage_std__spearman_SOH,voltage_std__spearman_RUL,voltage_kurtosis__mean,voltage_kurtosis__std,voltage_kurtosis__spearman_cycle,voltage_kurtosis__spearman_SOH,voltage_kurtosis__spearman_RUL,voltage_skewness__mean,voltage_skewness__std,voltage_skewness__spearman_cycle,voltage_skewness__spearman_SOH,voltage_skewness__spearman_RUL,CC_Q__mean,CC_Q__std,CC_Q__spearman_cycle,CC_Q__spearman_SOH,CC_Q__spearman_RUL,CC_charge_time__mean,CC_charge_time__std,CC_charge_time__spearman_cycle,CC_charge_time__spearman_SOH,CC_charge_time__spearman_RUL,voltage_slope__mean,voltage_slope__std,voltage_slope__spearman_cycle,voltage_slope__spearman_SOH,voltage_slope__spearman_RUL,voltage_entropy__mean,voltage_entropy__std,voltage_entropy__spearman_cycle,voltage_entropy__spearman_SOH,voltage_entropy__spearman_RUL,current_mean__mean,current_mean__std,current_mean__spearman_cycle,current_mean__spearman_SOH,current_mean__spearman_RUL,current_std__mean,current_std__std,current_std__spearman_cycle,current_std__spearman_SOH,current_std__spearman_RUL,current_kurtosis__mean,current_kurtosis__std,current_kurtosis__spearman_cycle,current_kurtosis__spearman_SOH,current_kurtosis__spearman_RUL,current_skewness__mean,current_skewness__std,current_skewness__spearman_cycle,current_skewness__spearman_SOH,current_skewness__spearman_RUL,CV_Q__mean,CV_Q__std,CV_Q__spearman_cycle,CV_Q__spearman_SOH,CV_Q__spearman_RUL,CV_charge_time__mean,CV_charge_time__std,CV_charge_time__spearman_cycle,CV_charge_time__spearman_SOH,CV_charge_time__spearman_RUL,current_slope__mean,current_slope__std,current_slope__spearman_cycle,current_slope__spearman_SOH,current_slope__spearman_RUL,current_entropy__mean,current_entropy__std,current_entropy__spearman_cycle,current_entropy__spearman_SOH,current_entropy__spearman_RUL
CALB,CALB_0_B182,100,1.0,100.0,0.7759146551724139,0.856864827586207,0.0809501724137931,0.0,99.0,99.0,100,0.5364079210332336,0.5817654903866216,0.9969876987698766,3.177264154298972,0.0,4.062787421271184,0.007584604918827272,0.9723972397239723,-0.957203720372037,-0.9723972397239723,0.14464727833085422,0.0018104714730268667,-0.8225502550255025,0.8225382538253825,0.8225502550255025,-1.113683560976339,0.014050795107263581,-0.8392559255925591,0.8240744074407441,0.8392559255925591,0.33427019436356,0.059056171237121695,-0.988250825082508,0.9723732373237323,0.988250825082508,28.389939599999998,1.5585002164519088,-0.9869604614943628,0.9819198667033607,0.9869604614943628,1761.11,96.83067539251029,-0.9895803971661091,0.9843437240285147,0.9895803971661091,0.000275854982257554,1.2266863260116916e-05,0.9949954995499548,-0.9849384938493848,-0.9949954995499548,0.9787039771954247,0.0034266843622412584,0.4333951806796713,-0.4098868828632396,-0.4333951806796713,13.493195901545178,0.4458730997251637,0.18873087308730874,-0.1903150315031503,-0.18873087308730874,13.33247569178793,0.2693626163129383,-0.3314851485148514,0.31362736273627356,0.3314851485148514,1.8369488994236358,0.17109048670376703,-0.10631863186318632,0.09844584458445843,0.10631863186318632,1.617351336328726,0.04866545618082103,-0.09881788178817881,0.09226522652265225,0.09881788178817881,10.484466199999996,0.8023669830044831,0.9774497449744972,-0.965988598859886,-0.9774497449744972,2825.82,213.82988518441428,0.9863571860428865,-0.9728553902966995,-0.9863571860428866,-0.013806705119229813,0.0014788493840579519,0.8486768676867685,-0.8352715271527151,-0.8486768676867685,0.7696956874263228,0.017976051996286168,0.6088876911277781,-0.5957872019817732,-0.6088876911277781
CALB,CALB_0_B183,100,1.0,100.0,0.7834824137931035,0.8676931034482759,0.08421068965517242,0.0,99.0,99.0,100,0.6668312397853413,0.7664995764546797,0.9921152115211521,2.8955321257934012,0.0,4.059461184258459,0.0054481390503770075,0.9518391839183917,-0.9504590459045903,-0.9518391839183917,0.14656614416728497,0.0019006897821945276,-0.7913111311131112,0.7915271527152714,0.7913111311131112,-1.1298356358358068,0.009157247415398594,-0.23996399639963994,0.2374077407740774,0.23996399639963994,0.3492791689352105,0.03924246951163217,-0.9908430843084307,0.99012301230123,0.9908430843084307,28.2293539,1.2422754376090093,-0.9499878487526968,0.9494357918908375,0.9499878487526968,1750.06,77.39297856597284,-0.9655317357201175,0.9649257597978658,0.9655317357201175,0.000280742653975454,9.35564239039323e-06,0.9725172517251723,-0.9714371437143714,-0.9725172517251723,0.9757171004178715,0.0021925544880794976,0.7294565851777126,-0.7289414835781702,-0.7294565851777125,13.469024576202589,0.4400495930883819,0.8539093909390939,-0.8535733573357335,-0.8539093909390939,13.277951266318574,0.2302986855105827,0.03989198919891989,-0.04111611161116111,-0.03989198919891989,1.8558442932746895,0.18517064594941918,-0.8466846684668466,0.8445844584458445,0.8466846684668466,1.6223284335199724,0.049712901423010575,-0.8576897689768975,0.8558775877587756,0.8576897689768975,10.1164118,0.6340092250824564,0.9686768676867685,-0.9686768676867685,-0.9686768676867685,2724.96,92.38018940194588,0.96832636503915,-0.9691545124519093,-0.9683263650391501,-0.01411339909686364,0.00045375797194662713,0.7533873387338733,-0.7531833183318332,-0.7533873387338733,0.7694127989109912,0.02352991572374638,0.9485554573686212,-0.9481233519304131,-0.9485554573686211
CALB,CALB_0_B184,100,1.0,100.0,0.8107431034482758,0.8730055172413793,0.06226241379310349,0.0,99.0,99.0,100,0.5278386280070132,0.5548634863486347,0.992163216321632,3.3457339392838605,0.0,4.057365308090565,0.003172481262824894,0.8208340834083407,-0.818145814581458,-0.8208340834083407,0.14745996574559317,0.001512929966052377,-0.7078307830783078,0.7069426942694269,0.7078307830783078,-1.1325450037778462,0.008229751702749576,0.08517251725172516,-0.08472847284728471,-0.08517251725172516,0.36250037180766087,0.021740902842456018,-0.9620522052205218,0.9585958595859584,0.9620522052205218,27.528832599999998,1.1953154018721448,-0.9103750803814559,0.9097449965799672,0.910375080381456,1707.18,74.60784750340214,-0.96351139645262,0.962935269285758,0.9635113964526201,0.00028918705803418504,9.94167205397202e-06,0.9278727872787278,-0.9245844584458445,-0.9278727872787278,0.9717332076967748,0.0019108242107090932,-0.15723187135833167,0.15914880702779896,0.15723187135833167,13.562812420591499,0.4457933640386604,0.8935613561356135,-0.8930333033303329,-0.8935613561356135,13.155598843744585,0.2401417148952802,0.17018901890189017,-0.17064506450645062,-0.17018901890189017,1.8554319116738842,0.19926509775856993,-0.9232523252325232,0.9220402040204019,0.9232523252325232,1.6165527280177696,0.05668829638511614,-0.9503750375037502,0.9491149114911491,0.9503750375037502,9.7987565,0.35178808120447363,0.8999699969996999,-0.8994299429942993,-0.8999699969996999,2626.16,26.770902340436937,0.4988279490450666,-0.4985578126039981,-0.49882794904506667,-0.014544747241252255,0.0003407021702253668,-0.4003240324032403,0.3998439843984398,0.4003240324032403,0.777164996706797,0.02000777360214891,0.9709187387745505,-0.969789344374788,-0.9709187387745505
CALB,CALB_0_B185,100,1.0,100.0,0.8165129310344829,0.8707696551724138,0.05425672413793092,0.0,99.0,99.0,100,0.5355223707488714,0.5617821782178217,0.9957035703570358,3.2207235638103753,0.0,4.056927505298296,0.002841195603909667,0.6794859870597251,-0.6550034653598797,-0.6794859870597251,0.14732965960863853,0.001616133848904326,-0.5630243024302429,0.547014701470147,0.5630243024302429,-1.130594868257548,0.012784613144770174,0.5807140714071406,-0.5599519951995199,-0.5807140714071406,0.36206539717862474,0.019202622854948514,-0.9195079507950794,0.8823762376237623,0.9195079507950794,27.366202700000002,1.1259863370180045,-0.8013129590447553,0.7850209877126313,0.8013129590447553,1696.56,70.44982740800849,-0.8718194783298012,0.8457976079992288,0.8718194783298012,0.00029063326141232597,9.404315367061658e-06,0.8739513951395138,-0.8308190819081909,-0.8739513951395138,0.970781017463464,0.00234797982584445,0.21866364550093664,-0.21008248428480802,-0.21866364550093662,13.65310804609979,0.5169776658831513,0.9163036303630362,-0.8972217221722173,-0.9163036303630362,13.238849095638638,0.25135567743786325,0.22915091509150914,-0.2181218121812181,-0.22915091509150914,1.8523761770456604,0.2520513882705111,-0.9661446144614461,0.9603240324032402,0.9661446144614461,1.613788050087773,0.07017350234716702,-0.9783618361836183,0.9645484548454845,0.9783618361836183,9.758813199999999,0.36676369414816945,0.8876807680768075,-0.8429642964296429,-0.8876807680768075,2598.96,22.114906531773784,0.03220123070669799,0.018970150826466376,-0.03220123070669799,-0.014805203562508138,0.0004066202930065863,-0.6688508850885088,0.6690429042904291,0.6688508850885088,0.777794198757854,0.02293624791331718,0.9744945616031464,-0.9737979965126511,-0.9744945616031465
CALB,CALB_0_B187,100,1.0,100.0,0.8184722413793103,0.8709005172413794,0.05242827586206911,0.0,99.0,99.0,100,0.5233728754513646,0.5574912970997277,0.9951515151515151,3.1968018357554313,0.0,4.057811168273505,0.0032225725353084047,0.7763456345634563,-0.8185418541854185,-0.7763456345634563,0.14732565754796112,0.0016776102287803896,-0.6992739273927392,0.5825982598259825,0.6992739273927392,-1.1327242310562975,0.006983220212238172,0.07119111911191119,0.04828082808280828,-0.07119111911191119,0.3596181923723652,0.02197884289691991,-0.9774497449744972,0.9178637863786377,0.9774497449744972,27.2703678,1.1921310630785225,-0.9501195630708587,0.8955856188687317,0.9501195630708587,1691.23,74.14316685925408,-0.9694482611167795,0.9093259230645874,0.9694482611167795,0.000291577565022105,9.780818915574522e-06,0.9649204920492047,-0.9604320432043204,-0.9649204920492047,0.9707667605194711,0.0023250032761028697,0.05921304412644734,0.00574345819905779,-0.05921304412644733,13.940556820107071,0.4372669241642689,0.8894209420942093,-0.8110651065106509,-0.8894209420942093,13.320265672018513,0.25705354555904253,0.29750975097509746,-0.14882688268826882,-0.29750975097509746,1.7008772651695219,0.1938237425433525,-0.9365616561656164,0.9507350735073506,0.9365616561656164,1.572802456709399,0.05764526565563783,-0.9529312931293128,0.9480708070807081,0.9529312931293128,9.799447,0.3289901020171465,0.8566456645664565,-0.741050105010501,-0.8566456645664565,2554.43,25.373674021184502,0.08609873392834576,0.10734722900313068,-0.08609873392834576,-0.015261489704020342,0.0003757430952001501,-0.6314071407140713,0.5538793879387939,0.6314071407140713,0.7878546461081968,0.01657123079338437,0.966721697094237,-0.937833317457905,-0.9667216970942372
CALB,CALB_0_B188,208,1.0,208.0,0.5086305172413793,0.8640674137931035,0.35543689655172417,0.0,207.0,207.0,208,0.7657362404406134,0.8445849535666472,0.9959811740233502,2.243039116122691,0.004807692307692308,4.048881176354639,0.2823708141039234,0.959568844580286,-0.9596461890512233,-0.959568844580286,0.14470426225080008,0.01029009314859704,-0.7376248846500563,0.7376008811935586,0.7376248846500563,-1.1402260408956992,0.08306055409518517,-0.8438388461271756,0.8438881865655321,0.8438388461271756,0.26792614888159,0.1059842429709014,-0.9981664026286451,0.9981290639185375,0.9981664026286451,26.453018894230773,2.6029701128474434,-0.987755521158368,0.9877115146454036,0.9877555211583681,1639.8461538461538,161.43216335903497,-0.9925841993972272,0.9925587862456458,0.9925841993972271,0.00029558653544485043,2.726836270176093e-05,0.9681420791260608,-0.9680754028580115,-0.9681420791260608,0.9748319726850689,0.06819769239520505,0.885600143833527,-0.8855133257897994,-0.8856001438335269,13.912598265689429,1.101131606196188,0.8386647677265525,-0.8384033967557994,-0.8386647677265525,13.306911828147944,0.9540149853800093,0.16047110783952886,-0.16046444021272394,-0.16047110783952886,1.6598753335343375,0.23930865919394012,-0.8484928496370143,0.8484915161116534,0.8484928496370143,1.5578077660201215,0.12428859998560655,-0.852977495426008,0.8529014844804319,0.852977495426008,10.97405201923077,1.404003616768591,0.9599795703914697,-0.959955566934972,-0.9599795703914697,2841.3846153846152,291.03147588432233,0.9529065669697889,-0.9529092340952023,-0.952906566969789,-0.013729819998751018,0.0012795145057266867,0.9084374816640262,-0.9084694862726899,-0.9084374816640262,0.7879681648861868,0.060391536968979254,0.9246104006882251,-0.9244543704701803,-0.9246104006882251
CALB,CALB_0_B189,100,1.0,100.0,0.8102781034482759,0.8718318965517241,0.06155379310344822,0.0,99.0,99.0,100,0.5259410627776664,0.48235805764003326,0.9941434143414342,3.259945259327782,0.0,4.0575246794551045,0.0033578056144509378,0.8088448844884487,-0.8092649264926491,-0.8088448844884487,0.14733664659065474,0.0015421677560397368,-0.6005400540054004,0.606084608460846,0.6005400540054004,-1.1367905620236163,0.008892844082549376,0.2735313531353135,-0.26963096309630963,-0.2735313531353135,0.3578667932124415,0.022750043261426687,-0.9653525352535252,0.9647404740474046,0.9653525352535252,27.681428300000004,1.0725046132697797,-0.9073747374737473,0.905166516651665,0.9073747374737473,1716.16,66.17465717724009,-0.9275957286172007,0.9333833819366348,0.9275957286172006,0.00028738924679558504,8.650624359743546e-06,0.9657485748574857,-0.965988598859886,-0.9657485748574857,0.9724417012322024,0.002634685992836692,0.023234404680939343,-0.013281991628447346,-0.023234404680939343,13.827684973515762,0.5170002252692567,0.917023702370237,-0.9138553855385538,-0.917023702370237,13.414458955329039,0.2502885121407197,0.11146714671467145,-0.11455145514551454,-0.11146714671467145,1.7056669081174618,0.23867168170388212,-0.935097509750975,0.9305970597059704,0.935097509750975,1.5783210457291863,0.06732574082422704,-0.9428622862286227,0.939093909390939,0.9428622862286227,9.595326499999999,0.4292074519116775,0.926132613261326,-0.9252565256525652,-0.926132613261326,2521.6,30.17959709485997,0.45066493386298967,-0.45612710258497413,-0.4506649338629896,-0.01551689222128886,0.0003485524879679566,-0.2484248424842484,0.25054905490549056,0.2484248424842484,0.7786587388716878,0.02453080952051802,0.9802986218739853,-0.9777357888883722,-0.9802986218739853
CALB,CALB_0_B190,100,1.0,100.0,0.7823655172413794,0.86589,0.08352448275862068,0.0,99.0,99.0,100,0.6911285644065348,0.7175877587758775,0.9949834983498348,2.998723011526846,0.0,4.061561732354215,0.006840272622437076,0.958163816381638,-0.9594359435943592,-0.958163816381638,0.14584733657162086,0.0018573328335914218,-0.8284788478847883,0.8263066306630662,0.8284788478847883,-1.1286402901309567,0.011820867911506083,-0.6349834983498349,0.6395199519951994,0.6349834983498349,0.33690568594197956,0.05077652557304341,-0.9871347134713471,0.9876147614761476,0.9871347134713471,28.296361899999997,1.3732257465284714,-0.9786588018609961,0.9781247468533278,0.978658801860996,1753.88,85.00365767531312,-0.9821848015062956,0.9816760198578733,0.9821848015062956,0.00027899921990034304,1.0273386868335313e-05,0.9830783078307829,-0.9826342634263424,-0.9830783078307829,0.9771716539176037,0.003186630443780919,0.7035876254121041,-0.7073538378134075,-0.7035876254121041,13.420323816723347,0.4165111474968746,0.7845184518451844,-0.7811941194119412,-0.7845184518451844,13.270661383440466,0.23944404169492045,-0.049912991299129905,0.05586558655865585,0.049912991299129905,1.877535099330014,0.1689878365735609,-0.7215841584158414,0.7223642364236423,0.7215841584158414,1.6279403616971748,0.04625517264187844,-0.7163396339633963,0.7178757875787577,0.7163396339633963,10.2979896,0.7422833921151272,0.9687008700870087,-0.967020702070207,-0.9687008700870087,2785.09,135.1763602995671,0.981889320750775,-0.9812712292725242,-0.9818893207507751,-0.013819976043578684,0.000727495390222097,0.7993879387938793,-0.7990399039903989,-0.7993879387938793,0.76818827731545,0.021607915816655495,0.920305609437162,-0.9192433374826126,-0.920305609437162
CALB,CALB_25_T25-1,99,2.0,100.0,1.0211103448275862,1.041565,0.02045465517241385,-1.0,97.0,98.0,99,0.3923187172417337,0.3351687455237053,0.9677056277056278,4.68770282657578,0.0,4.169045861569434,0.0008101131521799238,-0.42994434137291276,0.42994434137291276,0.42994434137291276,0.13017303081404116,0.0005831131083060269,0.3708472479901051,-0.3708472479901051,-0.3708472479901051,-0.17000332993164674,0.025184486523597418,-0.39205936920222634,0.39205936920222634,0.39205936920222634,-0.9409987504623799,0.0076612259744866995,0.4979468150896722,-0.4979468150896722,-0.4979468150896722,31.31675202020202,0.2405815083186087,0.8835374149659863,-0.8835374149659863,-0.8835374149659863,5151.10101010101,37.03376698269389,0.9716586815029451,-0.9716586815029452,-0.9716586815029452,8.125954784639893e-05,5.484760616111139e-07,-0.9065924551638836,0.9065924551638836,0.9065924551638836,0.928317457785798,0.001100033675790738,-0.436451114542806,0.436451114542806,0.436451114542806,5.3002930936403665,0.10110182568305026,-0.21764996907854048,0.21764996907854048,0.21764996907854048,2.0795777531553026,0.04518256739359751,-0.4723685837971552,0.4723685837971552,0.4723685837971552,-1.0480240253537179,0.12950522788908247,0.3313419913419913,-0.3313419913419913,-0.3313419913419913,0.5553777401889999,0.061453553324401625,0.22591218305504016,-0.22591218305504016,-0.22591218305504016,0.4634562626262622,0.018314669295395585,0.1792331478045764,-0.1792331478045764,-0.1792331478045764,309.83838383838383,8.783922082833337,0.419136737283867,-0.419136737283867,-0.419136737283867,-0.01947193574181697,0.00047812202849351076,0.9032900432900431,-0.9032900432900431,-0.9032900432900431,0.6001125243886628,0.014459192606116637,0.3696891526889287,-0.3696891526889287,-0.3696891526889287
CALB,CALB_25_T25-2,99,2.0,100.0,1.022178275862069,1.0375393103448276,0.015361034482758607,-1.0,97.0,98.0,99,0.46678223142132885,0.48517547380363635,0.9943351886209028,4.21906800947299,0.0,4.170780585906111,0.0009544832504945465,0.5395794681508967,-0.5396660482374768,-0.5395794681508967,0.12934713165635908,0.0007484583607231698,-0.3269016697588125,0.3268645640074211,0.3269016697588125,-0.18307527117215822,0.01618358525559076,0.7994805194805195,-0.7993815708101422,-0.7994805194805195,-0.9315816606778449,0.003871850924777769,-0.7265924551638836,0.7262461348175633,0.7265924551638836,29.713598484848486,0.13131376103621803,-0.12512059369202225,0.12520717377860235,0.12512059369202225,4899.484848484848,18.545236275044246,0.7795271953311835,-0.7794962582748706,-0.7795271953311835,8.485208148654438e-05,5.984154373119692e-07,-0.9518862090290661,0.9518367346938775,0.9518862090290661,0.9307720647047577,0.0013233829350287334,-0.6351959333890542,0.6349098959255356,0.6351959333890541,5.316474483930212,0.1022489532136773,-0.5355102040816326,0.5351762523191094,0.5355102040816326,2.101268480562648,0.07043733276458236,-0.5677798392084106,0.5681137909709338,0.5677798392084106,-1.0827634413034655,0.18692530017494774,0.5273964131106987,-0.5272356215213357,-0.5273964131106987,0.5560493872369812,0.07407267799358512,0.5492393320964749,-0.5488806431663574,-0.5492393320964749,0.4109822222222222,0.024016943744949306,-0.46199134199134195,0.462312925170068,0.46199134199134195,274.979797979798,10.530790421309641,-0.42190882582574635,0.42221250002982785,0.42190882582574635,-0.022005987474148374,0.0005169324256608947,0.2974644403215832,-0.29659863945578235,-0.2974644403215832,0.5799994924660646,0.012837304720833673,0.5085973511800322,-0.5091798438182196,-0.5085973511800322
