dataset,target,feature,n_rows_used,pearson,spearman,abs_spearman,abs_pearson
CALB,SOH,voltage_mean,2791,0.5952859387270081,0.6929709595942058,0.6929709595942058,0.5952859387270081
CALB,SOH,voltage_std,2791,-0.8631091926638549,-0.7093383476712234,0.7093383476712234,0.8631091926638549
CALB,SOH,voltage_kurtosis,2791,0.9471552885304426,0.704326253100654,0.704326253100654,0.9471552885304426
CALB,SOH,voltage_skewness,2791,-0.9660319726952067,-0.7018832393557749,0.7018832393557749,0.9660319726952067
CALB,SOH,CC_Q,2791,0.1901819393824183,0.3727292268239452,0.3727292268239452,0.1901819393824183
CALB,SOH,CC_charge_time,2791,0.8821266989836655,0.6565270420231295,0.6565270420231295,0.8821266989836655
CALB,SOH,voltage_slope,2791,-0.9769630317321,-0.6508889328620338,0.6508889328620338,0.9769630317321
CALB,SOH,voltage_entropy,2791,-0.656103832363171,-0.8291491933654564,0.8291491933654564,0.656103832363171
CALB,SOH,current_mean,2791,-0.9788833670067465,-0.6784249172002119,0.6784249172002119,0.9788833670067465
CALB,SOH,current_std,2791,-0.976920748577243,-0.5546372598803082,0.5546372598803082,0.976920748577243
CALB,SOH,current_kurtosis,2791,-0.9632626312569644,-0.6844120059268695,0.6844120059268695,0.9632626312569644
CALB,SOH,current_skewness,2791,-0.95352464128549,-0.624053637434702,0.624053637434702,0.95352464128549
CALB,SOH,CV_Q,2791,-0.9898865670094544,-0.876456905607437,0.876456905607437,0.9898865670094544
CALB,SOH,CV_charge_time,2791,-0.9857877991056021,-0.8857564621083487,0.8857564621083487,0.9857877991056021
CALB,SOH,current_slope,2791,-0.6966733096887034,-0.8650966675759958,0.8650966675759958,0.6966733096887034
CALB,SOH,current_entropy,2791,-0.8403368864862985,-0.8038320510867462,0.8038320510867462,0.8403368864862985
CALB,RUL,voltage_mean,2791,-0.0915942040745421,-0.11078764751341648,0.11078764751341648,0.0915942040745421
CALB,RUL,voltage_std,2791,0.22740221535666155,0.22514814449399284,0.22514814449399284,0.22740221535666155
CALB,RUL,voltage_kurtosis,2791,-0.18226394428782314,-0.19254273737246638,0.19254273737246638,0.18226394428782314
CALB,RUL,voltage_skewness,2791,0.2053841148856157,0.33445483283689503,0.33445483283689503,0.2053841148856157
CALB,RUL,CC_Q,2791,0.02199783185025845,0.07250366319455065,0.07250366319455065,0.02199783185025845
CALB,RUL,CC_charge_time,2791,-0.15897719113395134,-0.17254956344686773,0.17254956344686773,0.15897719113395134
CALB,RUL,voltage_slope,2791,0.15464884586150154,0.16832536580979193,0.16832536580979193,0.15464884586150154
CALB,RUL,voltage_entropy,2791,0.14524449106779092,0.17015935996126857,0.17015935996126857,0.14524449106779092
CALB,RUL,current_mean,2791,0.15800033788375742,-0.000513382634050814,0.000513382634050814,0.15800033788375742
CALB,RUL,current_std,2791,0.18338674124761103,0.06244659297768866,0.06244659297768866,0.18338674124761103
CALB,RUL,current_kurtosis,2791,0.21589779617183072,0.19036397619331688,0.19036397619331688,0.21589779617183072
CALB,RUL,current_skewness,2791,0.2156228918156648,0.20038521660692266,0.20038521660692266,0.2156228918156648
CALB,RUL,CV_Q,2791,0.14916955241916266,0.03038386836640807,0.03038386836640807,0.14916955241916266
CALB,RUL,CV_charge_time,2791,0.16304678728777017,0.08009862534385931,0.08009862534385931,0.16304678728777017
CALB,RUL,current_slope,2791,0.10893536649460092,0.11210336614080228,0.11210336614080228,0.10893536649460092
CALB,RUL,current_entropy,2791,0.11171309630429739,0.03097612140342298,0.03097612140342298,0.11171309630429739
CALCE,SOH,voltage_mean,14298,-0.2997067222620453,-0.8975896637625764,0.8975896637625764,0.2997067222620453
CALCE,SOH,voltage_std,14298,0.6450124079764259,0.7189604291684024,0.7189604291684024,0.6450124079764259
CALCE,SOH,voltage_kurtosis,14298,-0.37404715121060356,0.38405904878562486,0.38405904878562486,0.37404715121060356
CALCE,SOH,voltage_skewness,14298,0.7045264985871165,0.6087087018823186,0.6087087018823186,0.7045264985871165
CALCE,SOH,CC_Q,14298,0.7964135604089191,0.6729662657259965,0.6729662657259965,0.7964135604089191
CALCE,SOH,CC_charge_time,14298,0.6929032139988025,0.6539113999138254,0.6539113999138254,0.6929032139988025
CALCE,SOH,voltage_slope,14298,-0.16623315248145157,-0.7142719999347359,0.7142719999347359,0.16623315248145157
CALCE,SOH,voltage_entropy,14298,0.2061209787680716,-0.3894652353755118,0.3894652353755118,0.2061209787680716
CALCE,SOH,current_mean,14298,-0.12338024246781695,-0.3506188656521881,0.3506188656521881,0.12338024246781695
CALCE,SOH,current_std,14298,-0.11630544011415156,-0.359618155595484,0.359618155595484,0.11630544011415156
CALCE,SOH,current_kurtosis,14298,0.03328980856790387,0.10508319413661686,0.10508319413661686,0.03328980856790387
CALCE,SOH,current_skewness,14298,-0.03441022679554876,-0.09949691583962254,0.09949691583962254,0.03441022679554876
CALCE,SOH,CV_Q,14298,-0.34087989006806163,-0.5608906657049069,0.5608906657049069,0.34087989006806163
CALCE,SOH,CV_charge_time,14298,0.2791884774276352,0.21587249156941685,0.21587249156941685,0.2791884774276352
CALCE,SOH,current_slope,14298,0.24072348599041643,0.2540701432929701,0.2540701432929701,0.24072348599041643
CALCE,SOH,current_entropy,14298,-0.10415920661000942,-0.26157289054507604,0.26157289054507604,0.10415920661000942
CALCE,RUL,voltage_mean,14298,-0.21144708633104864,-0.649018973425413,0.649018973425413,0.21144708633104864
CALCE,RUL,voltage_std,14298,0.48375185121769637,0.6273822555327436,0.6273822555327436,0.48375185121769637
CALCE,RUL,voltage_kurtosis,14298,-0.15410955525081124,0.260729182311785,0.260729182311785,0.15410955525081124
CALCE,RUL,voltage_skewness,14298,0.3577773846660566,0.3201687923817104,0.3201687923817104,0.3577773846660566
CALCE,RUL,CC_Q,14298,0.6772524469805953,0.759975479463217,0.759975479463217,0.6772524469805953
CALCE,RUL,CC_charge_time,14298,0.40061698900835396,0.4172142571316644,0.4172142571316644,0.40061698900835396
CALCE,RUL,voltage_slope,14298,-0.19891401574189022,-0.3893954076717702,0.3893954076717702,0.19891401574189022
CALCE,RUL,voltage_entropy,14298,0.0633642032750696,-0.17261970903943888,0.17261970903943888,0.0633642032750696
CALCE,RUL,current_mean,14298,0.2113837993648047,0.06125571471430537,0.06125571471430537,0.2113837993648047
CALCE,RUL,current_std,14298,0.2292013549140057,0.06641828523721793,0.06641828523721793,0.2292013549140057
CALCE,RUL,current_kurtosis,14298,-0.16992179571569938,-0.24870373542376142,0.24870373542376142,0.16992179571569938
CALCE,RUL,current_skewness,14298,0.09856337496061991,0.10739517718710048,0.10739517718710048,0.09856337496061991
CALCE,RUL,CV_Q,14298,-0.021760962238781798,-0.13019520384450442,0.13019520384450442,0.021760962238781798
CALCE,RUL,CV_charge_time,14298,0.409223065881437,0.40809695002291124,0.40809695002291124,0.409223065881437
CALCE,RUL,current_slope,14298,0.14466325203533953,0.18000420428532152,0.18000420428532152,0.14466325203533953
CALCE,RUL,current_entropy,14298,0.21096799645849726,0.15274605671645064,0.15274605671645064,0.21096799645849726
HNEI,SOH,voltage_mean,15164,-0.2269067346119296,-0.9729443448131013,0.9729443448131013,0.2269067346119296
HNEI,SOH,voltage_std,15164,0.5881974235200799,0.8824297519582045,0.8824297519582045,0.5881974235200799
HNEI,SOH,voltage_kurtosis,15164,0.4194609236456881,0.5308264607813891,0.5308264607813891,0.4194609236456881
HNEI,SOH,voltage_skewness,15164,0.9680897889636462,0.9794639993533358,0.9794639993533358,0.9680897889636462
HNEI,SOH,CC_Q,15164,0.9786874565615944,0.9876742727254683,0.9876742727254683,0.9786874565615944
HNEI,SOH,CC_charge_time,15164,0.9460266264956746,0.9878710721606271,0.9878710721606271,0.9460266264956746
HNEI,SOH,voltage_slope,15164,-0.9089164500453975,-0.9878493115059217,0.9878493115059217,0.9089164500453975
HNEI,SOH,voltage_entropy,15164,0.20250061677106568,0.6005840963554734,0.6005840963554734,0.20250061677106568
HNEI,SOH,current_mean,15164,0.895862057870934,0.9629529415268838,0.9629529415268838,0.895862057870934
HNEI,SOH,current_std,15164,0.9238796026350765,0.9548586519551738,0.9548586519551738,0.9238796026350765
HNEI,SOH,current_kurtosis,15164,-0.9156885480514194,-0.9681182124302367,0.9681182124302367,0.9156885480514194
HNEI,SOH,current_skewness,15164,-0.9189822423591363,-0.965906112789767,0.965906112789767,0.9189822423591363
HNEI,SOH,CV_Q,15164,-0.6788275163059837,-0.8005737464233116,0.8005737464233116,0.6788275163059837
HNEI,SOH,CV_charge_time,15164,-0.8469071746917972,-0.9546852858344765,0.9546852858344765,0.8469071746917972
HNEI,SOH,current_slope,15164,-0.9161719856284031,-0.9679328956453487,0.9679328956453487,0.9161719856284031
HNEI,SOH,current_entropy,15164,0.8864248589416053,0.9516117296749341,0.9516117296749341,0.8864248589416053
HNEI,RUL,voltage_mean,15164,-0.22521277925145036,-0.9632915979975777,0.9632915979975777,0.22521277925145036
HNEI,RUL,voltage_std,15164,0.5724142938685265,0.869215591939302,0.869215591939302,0.5724142938685265
HNEI,RUL,voltage_kurtosis,15164,0.4204623839968145,0.5367900455879093,0.5367900455879093,0.4204623839968145
HNEI,RUL,voltage_skewness,15164,0.9670532696350402,0.9754374529012059,0.9754374529012059,0.9670532696350402
HNEI,RUL,CC_Q,15164,0.973301478571294,0.9777280198139294,0.9777280198139294,0.973301478571294
HNEI,RUL,CC_charge_time,15164,0.9409259966999511,0.9782862511029803,0.9782862511029803,0.9409259966999511
HNEI,RUL,voltage_slope,15164,-0.9016702441680161,-0.9801418602551693,0.9801418602551693,0.9016702441680161
HNEI,RUL,voltage_entropy,15164,0.19556925105605652,0.5792835746892702,0.5792835746892702,0.19556925105605652
HNEI,RUL,current_mean,15164,0.9047732039067362,0.9552569352147511,0.9552569352147511,0.9047732039067362
