cycle_number,voltage_mean,voltage_std,voltage_kurtosis,voltage_skewness,CC_Q,CC_charge_time,voltage_slope,voltage_entropy,current_mean,current_std,current_kurtosis,current_skewness,CV_Q,CV_charge_time,current_slope,current_entropy,SOH,RUL
1,3.9185704188481676,0.1673654874608262,-1.2984741776904383,-0.02438001209274672,0.21005735000000045,1888.0,0.0003026154926884398,0.989220237345613,0.07566106571776145,0.08956444090872584,2.641412145779313,1.8884308877758607,0.055808075555555,2660.0,-9.194110126891004e-05,0.7174864005685754,1.100038222222224,740
2,3.916260582010582,0.16838884693965236,-1.297778052615505,-0.01887286986037387,0.20755280555555553,1865.0,0.0003077825968532963,0.9900057232774658,0.07911256988554567,0.09101941724553983,2.4507894811963116,1.8409773575279345,0.05717006666666699,2608.0,-9.657802895488074e-05,0.7311849123103016,1.098546933333332,739
3,3.9148573333333334,0.1690134533876666,-1.2964302157360958,-0.01436555755960971,0.205564116666667,1848.0,0.00031151673348421257,0.9914304429390637,0.08204934533624088,0.09177726691039222,2.253485770198404,1.7899200411123026,0.05782359111111102,2544.0,-0.0001012329913485782,0.7526345545019418,1.096660177777776,738
4,3.914541509433962,0.16903198338611894,-1.2973472531195778,-0.01009273015721695,0.20364542777777744,1830.0,0.0003149072652091322,0.9919000655632032,0.08379937308175224,0.09195180436765457,2.1326509894872405,1.7564870105657175,0.058368533333334,2515.0,-0.00010358120502782345,0.7639365419595899,1.094375111111112,737
5,3.9144455040871926,0.16871166587527114,-1.2931784442769707,-0.008849873754030051,0.2019755138888888,1815.0,0.00031766745016078684,0.9917486787865434,0.08563901013963421,0.09245533917672542,1.996077889464476,1.7180318101435108,0.05880868888888899,2476.0,-0.00010667952202361527,0.7773953569890277,1.0917248,736
6,3.913200547945206,0.1690528864181039,-1.2903470873706009,-0.006918182054699301,0.20030543888888844,1800.0,0.0003202149241538549,0.9925031888976025,0.08701046677680335,0.09287938994562366,1.8960225372643746,1.6886700471414409,0.059279391111110996,2457.0,-0.00010886363163802245,0.7856519498401195,1.089316266666668,735
7,3.9124994475138117,0.16900258861373296,-1.2857920282735587,-0.00620838133485412,0.19883907222222177,1787.0,0.00032274250408808025,0.992669750127052,0.08870060989842035,0.09346726576123683,1.7838645919757177,1.6562461244210613,0.059691164444445,2427.0,-0.0001117215951797149,0.7983157753082281,1.086556977777776,734
8,3.9135411111111114,0.16904791290252805,-1.283628561220329,-0.01122812605553885,0.19807901111111123,1780.0,0.00032458522100417526,0.9924386798661221,0.090287935767431,0.09413214487539216,1.6732690770225913,1.6237307363592333,0.060145524444444015,2404.0,-0.00011447865273233088,0.8043096572856546,1.084195022222224,733
9,3.911977374301676,0.1691403139087924,-1.2794163161005423,-0.009255870344813798,0.19661323888888912,1766.0,0.0003266641014253501,0.9932421407066843,0.09091412356707841,0.09392991302889037,1.588031000423471,1.5980883321573098,0.060062262222222024,2384.0,-0.00011583569875207587,0.8113921910798163,1.081733777777776,732
10,3.911828450704225,0.16846833784108375,-1.2780755073587118,-0.007887461757918575,0.19529937500000044,1755.0,0.0003280687878343153,0.9926886300436514,0.09205138871850085,0.09464544197505384,1.5260003620948845,1.5785920252165815,0.060552035555555994,2372.0,-0.00011769841142428666,0.8162089661893135,1.079590311111112,731
11,3.910652259887006,0.16862505252083587,-1.2747053427774622,-0.0049678847742955935,0.1943435500000003,1746.0,0.0003294020595218896,0.9941260505878198,0.09327126373128689,0.0949342863090606,1.406955968103544,1.5417382533862716,0.06058937777777798,2344.0,-0.00012043989367839912,0.8229330350051914,1.0774824,730
12,3.9102297450424928,0.1684763039522197,-1.2709977581131988,-0.005762850994862755,0.1938214305555559,1742.0,0.00033004527644964676,0.9937551881071331,0.09512254848685314,0.09631447515337109,1.3027939693935364,1.5097854489090539,0.061124528888889,2315.0,-0.0001242179045049997,0.8294648727642395,1.075390222222224,729
13,3.9106338068181814,0.1683004863247512,-1.2681522313030655,-0.00988931454726968,0.19326620833333333,1737.0,0.0003306445707115054,0.9935948744306624,0.09645796061289337,0.09664728255219984,1.2099141512169886,1.4798139766743919,0.06120129333333299,2290.0,-0.00012697085964098956,0.8350540398328923,1.073567822222224,728
14,3.9107658119658124,0.1681368039063394,-1.2651349091886428,-0.010171425826271915,0.1927115388888889,1732.0,0.00033126954108842545,0.9939277076993134,0.096351530224344,0.09639464359893493,1.1962611063433828,1.4748208888513212,0.061263351111111,2294.0,-0.0001264960412345791,0.8352204489379434,1.0718824,727
15,3.9102002857142852,0.16836876781931825,-1.2636779896466195,-0.012148623273192216,0.19214777777777745,1726.0,0.0003326819517139084,0.9939489479189766,0.09658548918806985,0.09655968114794279,1.1584052001093266,1.4621260155394318,0.06140164000000001,2292.0,-0.00012699848163706288,0.8362005316141652,1.0702,726
16,3.9106499999999995,0.1677128016367654,-1.2643934278680389,-0.011038796345347426,0.1914139555555551,1720.0,0.0003332444168225491,0.9938065731415434,0.09714372260497646,0.09674072658200072,1.1168109206931582,1.448722114501459,0.06148938666666601,2282.0,-0.0001280810738764455,0.8389246455498789,1.0685344,725
17,3.9088887931034484,0.16815555038345892,-1.2626593107433615,-0.010607175764414369,0.19085351111111087,1715.0,0.00033425397920084114,0.9941107034155544,0.0980685559786283,0.09731009383969408,1.0436053734097674,1.425387044805516,0.06167216888888802,2267.0,-0.00013017038573236853,0.8411871990806667,1.067086577777776,724
18,3.909042774566474,0.16755048840583275,-1.2651103535722403,-0.00817659952020045,0.18992685833333367,1707.0,0.0003349252807309879,0.9948774079360906,0.09862698670315848,0.09765282018642547,1.0091121301251338,1.4131558838225746,0.061891213333334,2263.0,-0.00013119824139583682,0.8433057716263637,1.065806755555556,723
19,3.908998554913295,0.16764689902151148,-1.262335845631552,-0.00905026052295948,0.18987858888888867,1706.0,0.000335127350290971,0.9947981295249233,0.09935852001607416,0.09754485346973461,0.9248550509193865,1.3858141931606611,0.061531328888888986,2235.0,-0.0001333813109661927,0.8475015409909027,1.064568266666668,722
20,3.9092218023255816,0.1669810756065978,-1.2604947924951047,-0.009719682825217938,0.189322213888889,1701.0,0.0003356249416732,0.9946330631802576,0.09978425011677403,0.09795335534979359,0.8967880096471097,1.3757009878072257,0.06178430222222203,2231.0,-0.0001341619819264154,0.8480467346152747,1.063398844444444,721
21,3.90835652173913,0.16762915280937105,-1.2581832529173869,-0.011600228786071767,0.189335638888889,1701.0,0.0003360692138190697,0.9945684575255472,0.10020586267677513,0.09793565859958138,0.8408369055620346,1.3577376226240576,0.061503355555556,2215.0,-0.0001356967279937663,0.8501107578725193,1.062359377777776,720
22,3.907350581395349,0.16738012916157327,-1.2568939277960143,-0.009636420632482216,0.1887890805555551,1696.0,0.0003365491787994838,0.9944155059728295,0.1008798556015669,0.09840071349609256,0.8151855246803903,1.3484593724952672,0.061769582222222036,2208.0,-0.00013685053283831968,0.8514602657715047,1.061194044444444,719
23,3.9079238372093017,0.16737100254033058,-1.2555736896042657,-0.011856188759277766,0.18879154999999967,1696.0,0.0003365309688820703,0.9946464532438736,0.10183253737425858,0.09919562562365529,0.772114307776778,1.3347995833948354,0.06207985777777797,2200.0,-0.00013883692675293309,0.8534373133556803,1.060273866666668,718
24,3.907531778425656,0.1672887803588826,-1.2564656604068116,-0.011132174090409286,0.18822713888888845,1692.0,0.0003373408736441375,0.994682251421047,0.10142014310149108,0.09857525709321735,0.7615514538620074,1.3310244623352798,0.06182218666666697,2198.0,-0.0001381559629324455,0.8532680344341161,1.059274755555556,717
25,3.908144314868805,0.16745319941811368,-1.255339767614958,-0.014453666978602443,0.18824531666666633,1691.0,0.0003376786773586219,0.9944640599360461,0.10194308612676434,0.0991918835186747,0.7404513192551248,1.324213939198202,0.062130328888889,2196.0,-0.00013903813360703258,0.8537983328147177,1.058436622222224,716
26,3.907917543859649,0.16747835711478531,-1.2556517807060337,-0.012994352551094254,0.18767602500000022,1686.0,0.0003387217514081441,0.9948275804336694,0.10204535882790523,0.09918396389305105,0.7445462200017903,1.3250143306480742,0.062482151111110995,2207.0,-0.00013840400253288025,0.8542795435868497,1.057527644444444,715
27,3.9060873563218395,0.1680803885510419,-1.2554323322884073,-0.002323554667828667,0.19102241111111154,1717.0,0.0003340721766770927,0.9950486973088373,0.10111568489513177,0.09893037184573993,0.705461306921431,1.3173804318795799,0.06079251555555501,2167.0,-0.00014052581414813605,0.8518234555592216,1.062660444444444,714
28,3.9068854651162788,0.166658437625741,-1.2560527473567156,-0.001546611668216502,0.1897384333333331,1705.0,0.00033495215272584707,0.9942025520812462,0.10225478776588967,0.09969745650053065,0.6638460181982673,1.3020881906108044,0.061337995555556024,2164.0,-0.0001422792601776104,0.8541412705962478,1.060944,713
29,3.906262790697674,0.16747556093170868,-1.2542412743323654,-0.002950311315916701,0.1891822055555556,1700.0,0.00033669693591352354,0.9945518254901162,0.10170302726256768,0.09899059079924954,0.6639087916897459,1.3009927770615022,0.061423777777777994,2176.0,-0.00014036369141317832,0.8536491173901835,1.0592024,712
30,3.904814534883721,0.16783703733108074,-1.2532098833134582,-0.002410800802292899,0.1886311527777776,1695.0,0.00033756230020811717,0.9946896433653819,0.10213952970067294,0.09926971073245877,0.6378498293762287,1.2920029273276077,0.06155350222222197,2174.0,-0.0001412546586371962,0.8535534919298182,1.057749333333332,711
31,3.904941690962099,0.1677623703513521,-1.2520946917091225,-0.00416898731311859,0.18807362777777809,1690.0,0.0003384006893568574,0.9946187374495229,0.10247653206335293,0.09931891255303502,0.6145511132064869,1.2828739413892807,0.061761386666666,2174.0,-0.00014153596457997279,0.8551809648778728,1.056529955555556,710
