cycle_number,voltage_mean,voltage_std,voltage_kurtosis,voltage_skewness,CC_Q,CC_charge_time,voltage_slope,voltage_entropy,current_mean,current_std,current_kurtosis,current_skewness,CV_Q,CV_charge_time,current_slope,current_entropy,SOH,RUL
1,4.128609975981792,0.14181278141761985,-1.167356439896504,0.1446524705325659,0.09358857572078705,1403.825185185182,0.0003476764893109906,0.9970295876984743,0.06570024660957807,0.058967880954980345,0.7820194299393619,1.3170193514629647,0.018875211477279663,1038.6409309309383,-0.00017503174992096124,0.8589990660790677,1.017688090602557,920
2,4.128570456296105,0.14169934461358147,-1.16802745691746,0.14280948731065937,0.09349514544010162,1402.4237037037092,0.00034775800417964067,0.9970295876984743,0.06586421226913279,0.05920726301911188,0.7669043865437883,1.3127566831796165,0.018904849886894226,1037.6040240240109,-0.0001760069022440463,0.8592302560038274,1.017281785607338,919
3,4.1290951239182645,0.1421263832970497,-1.1675196561097336,0.14347964172135205,0.09372557699680328,1405.8802702702524,0.00034794968068000245,0.9971081990937272,0.06538949990602524,0.058427487893737445,0.7503174375309483,1.3066680396243013,0.01867908239364624,1031.9255855855881,-0.00017482420786739148,0.8595905760789637,1.0168714448809624,918
4,4.128863342656385,0.14199389769389384,-1.167710536915218,0.14292806504838193,0.09366056323051453,1404.9051351351372,0.00034787047180890457,0.9972809200550423,0.06580051671730601,0.05909848236436206,0.832988745237385,1.3266919319588206,0.018741711974143982,1031.209829829837,-0.0001765649312046479,0.8586344866392736,1.0166860496004424,917
5,4.128866964662579,0.14182890569212353,-1.168638404366148,0.1414834541962193,0.09448520839214325,1417.274764764763,0.00034435784056418135,0.9970889220929497,0.06574583773247221,0.059044716487376685,0.7599355149010023,1.312010906254845,0.018952280282974243,1041.6719119119225,-0.00017476842769655477,0.8589824081329501,1.0190921525160472,916
6,4.129491688421108,0.14174296537464584,-1.1693118104748674,0.13984562373366943,0.09371110796928406,1405.6632432432962,0.00034708889726683696,0.9972809200550423,0.06608771108314052,0.059331516765553906,0.8121987854949264,1.320144302207288,0.018664687871932983,1022.300540540542,-0.0001789781374346686,0.8594890602669859,1.0185796146591506,915
7,4.129944254323392,0.14216369459616246,-1.1683448690994822,0.14082746573893892,0.09389398992061615,1408.406466466491,0.00034744047192438924,0.9973612968367098,0.06566058295451242,0.05858662512997626,0.7936709245754323,1.3133539184880658,0.01843373477458954,1016.1321821821621,-0.00017798888367815926,0.8600622425299698,1.018117181956768,914
8,4.128627938171693,0.1419782734049499,-1.1692971356511255,0.13964025212660217,0.09386654198169708,1407.994814814825,0.0003470964206911395,0.9973612968367099,0.06621386257991675,0.05923936479884196,0.7240385409605006,1.2991925935574542,0.0186958909034729,1020.5599999999977,-0.0001793806580213273,0.8611474253416688,1.0180337354540825,913
9,4.12980056287453,0.14205617253060557,-1.1687532437112673,0.13976378877597348,0.09380687773227692,1407.099919919914,0.00034750696932555226,0.9973612968367099,0.06586036243027558,0.05863597242259318,0.7245323110648281,1.2970206417457075,0.018491223454475403,1015.1895395395113,-0.00017859543284277611,0.8616163055792562,1.0177546491225562,912
10,4.128728917609887,0.14194537164946855,-1.1693454301946815,0.1392861634103543,0.09382736682891846,1407.40716716717,0.0003471632850823343,0.9973612968367098,0.06623529690030258,0.05921518601846697,0.7172857276491071,1.2975671483541285,0.018694385886192322,1020.1340540540405,-0.00017941102640611206,0.8620161836761848,1.017608866095543,911
11,4.128987856134523,0.14195755187256884,-1.169291162779002,0.13883916485076667,0.09382158517837524,1407.3206606606254,0.0003472173854846805,0.9973612968367099,0.06618007384498135,0.05937007138302555,0.7797191628755953,1.3120865783736628,0.0186549574136734,1020.0713513513329,-0.00017963177782761387,0.8598545007349594,1.0174421593546867,910
12,4.12954325101846,0.14185587154351614,-1.1688240491090267,0.1386706595561613,0.09370028972625732,1405.5010410410468,0.0003474190071898838,0.9973612968367099,0.0663584169621269,0.05918365916234347,0.7680746008379504,1.3072172723018767,0.0185929536819458,1014.0359859860037,-0.00018029723369632436,0.8617803402377933,1.0172277068098388,909
13,4.1294528895795946,0.1418032885198061,-1.1693405905625962,0.13839143976176685,0.09367483854293823,1405.1192192192539,0.0003473863781425987,0.9973612968367099,0.06641995239813157,0.059196243266763295,0.7288095042818283,1.2981230034463964,0.0186232328414917,1013.7605105105322,-0.0001805376950756955,0.862531335848716,1.0170131921768188,908
14,4.129306060473124,0.14199221253485034,-1.168048180988993,0.1452966475298021,0.09393210709095001,1408.9783883884083,0.00034685586818519813,0.9973013103004814,0.06604006804612488,0.05875157356762556,0.7196072273003256,1.2950671857984424,0.018420249223709106,1008.4326926926733,-0.00018019420096820714,0.8620956203230918,1.01700679709514,907
15,4.129493362903595,0.14233818129900633,-1.1687625710368716,0.1390630422467131,0.0940316766500473,1410.4718918918516,0.0003473747083919183,0.9973013103004814,0.06592093452518047,0.05881409625412543,0.7919147703251666,1.3117640719940722,0.018469542264938354,1014.218918918923,-0.0001790861086668179,0.8585561133763517,1.0170694440603256,906
16,4.129353442718353,0.14169743280841526,-1.1694147295556485,0.13760921356696781,0.09363526105880737,1404.5256056056242,0.00034727890869915755,0.9973612968367099,0.06667178694624454,0.059625145238198125,0.7674073085144704,1.3073796057915896,0.018664956092834473,1013.3322322322638,-0.00018173741570857445,0.8633866067380292,1.0168778399626415,905
17,4.129848055839538,0.14218518308307956,-1.1688017024223971,0.13810000331399608,0.09389759600162506,1408.460600600578,0.0003475031673189809,0.9973013103004812,0.06624563978335192,0.058900403984256874,0.7622537455351623,1.303133569023174,0.018449142575263977,1008.0621021020925,-0.0001806326809514485,0.860981825995106,1.016790233552456,904
18,4.12945370450865,0.14168922413479396,-1.1696319051231039,0.13721835878445432,0.09361936151981354,1404.2869669669308,0.0003473201992004911,0.9973612968367099,0.06661593043504076,0.0594295728764093,0.7332409386335312,1.297965555268226,0.018661215901374817,1013.1600600600359,-0.00018139475008144165,0.8633866067380292,1.0167714208364487,903
19,4.1296479072060475,0.14171902479909576,-1.1696477737336233,0.13750465186750807,0.0936267077922821,1404.3973373373155,0.0003473640611459475,0.9973612968367099,0.06653188942517671,0.059414714026580155,0.7457824978553362,1.3020339731245758,0.0186319500207901,1013.2396896897117,-0.00018122300333224024,0.8628303564942732,1.0167714208364487,902
